,host_id,entire_home_apt_16,private_room_16,shared_room_16,entire_home_apt_17,private_room_17,shared_room_17,entire_home_apt_diff,private_room_diff,shared_room_diff,sum_2016,sum_2017
14250,3816629,1,0,0,0,0,0,-1,0,0,1,1
14251,3817197,0,0,0,1,0,0,1,0,0,0,0
14252,3817416,1,0,0,0,0,0,-1,0,0,1,1
14253,3817427,1,0,0,0,0,0,-1,0,0,1,0
14254,3817462,1,0,0,1,0,0,0,0,0,1,0
14255,3817763,1,0,0,0,0,0,-1,0,0,1,1
14256,3818092,1,0,0,0,0,0,-1,0,0,1,0
14257,3818880,0,1,0,0,1,0,0,0,0,1,0
14258,3819001,1,0,0,1,0,0,0,0,0,1,1
14259,3820014,0,1,0,0,0,0,0,-1,0,1,1
14260,3820376,1,0,0,0,1,0,-1,1,0,1,0
14261,3820569,1,0,0,1,0,0,0,0,0,1,1
14262,3820725,0,1,0,1,0,0,1,-1,0,1,1
14263,3820847,1,0,0,1,0,0,0,0,0,1,1
14264,3820994,0,0,0,1,0,0,1,0,0,0,1
14265,3821609,1,0,0,0,0,0,-1,0,0,1,1
14266,3822369,0,1,0,0,1,0,0,0,0,1,0
14267,3824248,0,1,0,0,0,0,0,-1,0,1,1
14268,3824391,0,1,0,0,0,0,0,-1,0,1,0
14269,3826020,1,0,0,0,0,0,-1,0,0,1,0
14270,3826160,0,1,0,0,1,0,0,0,0,1,0
14271,3827011,0,1,0,0,0,0,0,-1,0,1,1
14272,3827230,0,1,0,0,1,0,0,0,0,1,0
14273,3828080,1,0,0,1,0,0,0,0,0,1,1
14274,3828093,0,2,0,0,2,0,0,0,0,2,1
14275,3828174,1,0,0,0,0,0,-1,0,0,1,2
14276,3829283,1,0,0,0,0,0,-1,0,0,1,0
14277,3829289,0,0,0,0,1,0,0,1,0,0,0
14278,3829471,0,1,0,0,1,0,0,0,0,1,1
14279,3829569,1,0,0,0,1,0,-1,1,0,1,1
14280,3829665,0,0,0,1,0,0,1,0,0,0,1
14281,3829864,1,0,0,1,0,0,0,0,0,1,1
14282,3830002,0,1,0,0,1,0,0,0,0,1,1
14283,3830325,0,1,0,0,1,0,0,0,0,1,1
14284,3830431,1,0,0,0,0,0,-1,0,0,1,1
14285,3830555,0,1,0,0,1,0,0,0,0,1,0
14286,3830566,0,0,0,1,0,0,1,0,0,0,1
14287,3830753,0,1,0,0,1,0,0,0,0,1,1
14288,3830989,1,0,0,1,0,0,0,0,0,1,1
14289,3830995,1,0,0,1,0,0,0,0,0,1,1
14290,3831037,0,1,0,0,0,0,0,-1,0,1,1
14291,3831200,1,0,0,1,0,0,0,0,0,1,0
14292,3831259,0,0,0,1,0,0,1,0,0,0,1
14293,3831264,1,0,0,0,0,0,-1,0,0,1,1
14294,3831783,1,0,0,0,0,0,-1,0,0,1,0
14295,3831802,1,0,0,0,0,0,-1,0,0,1,0
14296,3831804,0,1,0,1,0,0,1,-1,0,1,0
14297,3832169,0,1,0,0,1,0,0,0,0,1,1
14298,3832468,1,0,0,2,0,0,1,0,0,1,1
14299,3832479,0,0,0,0,2,0,0,2,0,0,2
14300,3832777,1,0,0,0,0,0,-1,0,0,1,2
14301,3832920,0,1,0,0,0,0,0,-1,0,1,0
14302,3833224,0,0,0,1,0,0,1,0,0,0,0
14303,3833268,1,0,0,1,0,0,0,0,0,1,1
14304,3834175,1,0,0,0,0,0,-1,0,0,1,1
14305,3834614,0,1,0,0,1,0,0,0,0,1,0
14306,3836709,1,0,0,0,0,0,-1,0,0,1,1
14307,3836868,1,0,0,1,0,0,0,0,0,1,0
14308,3837381,1,0,0,0,0,0,-1,0,0,1,1
14309,3837439,0,0,0,1,0,0,1,0,0,0,0
14310,3837658,0,0,1,0,0,0,0,0,-1,1,1
14311,3838369,1,0,0,0,0,0,-1,0,0,1,0
14312,3838795,1,0,0,0,0,0,-1,0,0,1,0
14313,3839612,1,0,0,1,0,0,0,0,0,1,0
14314,3840221,0,1,0,0,1,0,0,0,0,1,1
14315,3840659,1,0,0,1,0,0,0,0,0,1,1
14316,3840982,0,0,0,0,1,0,0,1,0,0,1
14317,3841035,1,0,0,1,0,0,0,0,0,1,1
14318,3841371,0,0,0,1,0,0,1,0,0,0,1
14319,3841446,1,0,0,1,0,0,0,0,0,1,1
14320,3841742,1,0,0,0,0,0,-1,0,0,1,1
14321,3842134,0,3,0,0,3,0,0,0,0,3,0
14322,3843154,0,0,0,1,0,0,1,0,0,0,3
14323,3843289,1,0,0,0,0,0,-1,0,0,1,1
14324,3843401,1,0,0,1,0,0,0,0,0,1,0
14325,3843799,0,0,0,3,0,0,3,0,0,0,1
14326,3845104,1,0,0,0,0,0,-1,0,0,1,3
14327,3845568,1,0,0,0,0,0,-1,0,0,1,0
14328,3845996,1,0,0,0,0,0,-1,0,0,1,0
14329,3846370,0,1,0,0,0,0,0,-1,0,1,0
14330,3847832,1,0,0,0,0,1,-1,0,1,1,0
14331,3848367,0,1,0,0,0,0,0,-1,0,1,1
14332,3848874,1,0,0,1,0,0,0,0,0,1,0
14333,3849084,1,0,0,1,0,0,0,0,0,1,1
14334,3849855,0,0,0,1,0,0,1,0,0,0,1
14335,3850172,0,1,0,0,1,0,0,0,0,1,1
14336,3850478,0,1,0,0,1,0,0,0,0,1,1
14337,3850747,0,0,0,1,1,0,1,1,0,0,1
14338,3851320,2,0,0,1,0,0,-1,0,0,2,2
14339,3852418,2,0,0,1,0,0,-1,0,0,2,1
14340,3852579,1,0,0,1,0,0,0,0,0,1,1
14341,3852676,1,0,0,1,0,0,0,0,0,1,1
14342,3852889,1,0,0,0,0,0,-1,0,0,1,1
14343,3853135,0,1,1,0,0,0,0,-1,-1,2,0
14344,3853362,1,0,0,1,0,0,0,0,0,1,0
14345,3853882,0,0,0,1,0,0,1,0,0,0,1
14346,3855091,0,1,0,0,1,0,0,0,0,1,1
14347,3855970,1,0,0,1,0,0,0,0,0,1,1
14348,3856352,0,2,0,0,1,0,0,-1,0,2,1
14349,3856533,1,0,0,1,0,0,0,0,0,1,1
14350,3856750,1,2,0,0,1,0,-1,-1,0,3,1
14351,3857010,1,0,0,1,0,0,0,0,0,1,1
14352,3857631,1,0,0,0,0,0,-1,0,0,1,1
14353,3857651,0,0,1,0,0,1,0,0,0,1,0
14354,3857957,0,1,0,0,1,0,0,0,0,1,1
14355,3858150,0,1,0,0,1,0,0,0,0,1,1
14356,3858373,0,1,0,0,0,0,0,-1,0,1,1
14357,3858840,0,1,0,0,0,0,0,-1,0,1,0
14358,3859088,1,1,0,0,0,0,-1,-1,0,2,0
14359,3859413,0,1,0,0,1,0,0,0,0,1,0
14360,3859758,1,0,0,0,0,0,-1,0,0,1,1
14361,3859814,0,0,0,1,0,0,1,0,0,0,0
14362,3859863,1,0,0,0,0,0,-1,0,0,1,1
14363,3859890,0,0,0,0,1,0,0,1,0,0,0
14364,3859910,2,0,0,0,0,0,-2,0,0,2,1
14365,3860645,0,1,0,0,0,0,0,-1,0,1,0
14366,3860703,1,0,0,0,0,0,-1,0,0,1,0
14367,3861106,0,2,0,0,1,0,0,-1,0,2,0
14368,3861404,1,1,0,1,1,0,0,0,0,2,1
14369,3862916,1,2,0,1,2,0,0,0,0,3,2
14370,3863368,0,0,0,1,1,0,1,1,0,0,3
14371,3864301,4,0,0,0,0,0,-4,0,0,4,2
14372,3864482,0,1,0,0,1,0,0,0,0,1,0
14373,3865502,1,0,0,1,0,0,0,0,0,1,1
14374,3866196,1,0,0,1,0,0,0,0,0,1,1
14375,3866753,1,0,0,1,0,0,0,0,0,1,1
14376,3867136,0,2,0,0,2,0,0,0,0,2,1
14377,3867951,1,0,0,1,0,0,0,0,0,1,2
14378,3868692,1,1,0,1,1,0,0,0,0,2,1
14379,3869343,0,1,0,0,0,0,0,-1,0,1,2
14380,3869531,0,1,0,0,1,0,0,0,0,1,0
14381,3870120,0,1,0,0,1,0,0,0,0,1,1
14382,3870145,1,1,0,1,1,0,0,0,0,2,1
14383,3870290,0,1,0,0,1,0,0,0,0,1,2
14384,3870315,0,2,0,0,3,0,0,1,0,2,1
14385,3870448,1,1,0,0,0,0,-1,-1,0,2,3
14386,3870550,0,2,0,0,1,0,0,-1,0,2,0
14387,3870929,0,1,0,0,0,0,0,-1,0,1,1
14388,3871004,1,1,0,1,0,0,0,-1,0,2,0
14389,3871118,0,0,0,0,2,0,0,2,0,0,1
14390,3871267,1,0,0,1,0,0,0,0,0,1,2
14391,3871274,1,0,0,1,0,0,0,0,0,1,1
14392,3871280,0,0,0,1,0,0,1,0,0,0,1
14393,3871459,0,1,0,0,1,0,0,0,0,1,1
14394,3871685,1,0,0,0,0,0,-1,0,0,1,1
14395,3872251,1,0,0,1,0,0,0,0,0,1,0
14396,3872416,0,0,0,0,1,0,0,1,0,0,1
14397,3875542,1,0,0,0,0,0,-1,0,0,1,1
14398,3876085,1,0,0,1,0,0,0,0,0,1,0
14399,3876092,0,1,0,0,0,0,0,-1,0,1,1
14400,3876116,0,0,0,0,1,0,0,1,0,0,0
14401,3876755,1,0,0,1,0,0,0,0,0,1,1
14402,3877271,1,0,0,0,0,0,-1,0,0,1,1
14403,3877812,0,1,0,0,0,0,0,-1,0,1,0
14404,3878260,2,1,0,1,0,0,-1,-1,0,3,0
14405,3878402,1,0,0,0,0,0,-1,0,0,1,1
14406,3879284,0,1,0,0,1,0,0,0,0,1,0
14407,3879650,1,0,0,1,0,0,0,0,0,1,1
14408,3879852,0,0,0,0,1,0,0,1,0,0,1
14409,3880099,0,1,0,0,0,0,0,-1,0,1,1
14410,3880366,0,0,0,1,0,0,1,0,0,0,0
14411,3880573,1,0,0,1,0,0,0,0,0,1,1
14412,3880649,0,0,0,1,1,0,1,1,0,0,1
14413,3880908,0,1,1,0,1,0,0,0,-1,2,2
14414,3880974,1,0,0,1,0,0,0,0,0,1,1
14415,3881311,1,2,0,1,2,0,0,0,0,3,1
14416,3881345,1,0,0,1,0,0,0,0,0,1,3
14417,3881467,0,1,0,0,1,0,0,0,0,1,1
14418,3881885,1,0,0,0,0,0,-1,0,0,1,1
14419,3882125,1,0,0,1,0,0,0,0,0,1,0
14420,3882383,0,0,0,1,0,0,1,0,0,0,1
14421,3882429,1,0,0,0,0,0,-1,0,0,1,1
14422,3882661,2,0,0,2,0,0,0,0,0,2,0
14423,3882708,1,1,0,0,0,0,-1,-1,0,2,2
14424,3882757,1,0,0,0,0,0,-1,0,0,1,0
14425,3883324,0,0,0,0,1,0,0,1,0,0,0
14426,3883506,0,1,0,0,1,0,0,0,0,1,1
14427,3883580,0,1,0,0,1,0,0,0,0,1,1
14428,3883648,1,0,0,1,0,0,0,0,0,1,1
14429,3883685,0,0,0,1,0,0,1,0,0,0,1
14430,3884052,1,0,0,0,0,0,-1,0,0,1,1
14431,3886532,0,3,0,0,3,0,0,0,0,3,0
14432,3887109,0,0,0,1,0,0,1,0,0,0,3
14433,3889196,0,1,0,0,1,0,0,0,0,1,1
14434,3889301,1,0,0,1,0,0,0,0,0,1,1
14435,3889339,1,0,0,1,0,0,0,0,0,1,1
14436,3889383,1,0,0,1,0,0,0,0,0,1,1
14437,3889739,1,1,0,0,1,0,-1,0,0,2,1
14438,3889924,0,1,0,0,0,0,0,-1,0,1,1
14439,3890075,1,0,0,0,0,0,-1,0,0,1,0
14440,3890297,1,0,0,1,0,0,0,0,0,1,0
14441,3891228,2,0,0,1,0,0,-1,0,0,2,1
14442,3891399,0,1,0,0,1,0,0,0,0,1,1
14443,3891436,1,0,0,1,0,0,0,0,0,1,1
14444,3891706,1,0,0,1,1,0,0,1,0,1,1
14445,3892130,1,0,0,1,0,0,0,0,0,1,2
14446,3893282,0,1,0,0,1,0,0,0,0,1,1
14447,3893287,0,1,0,0,1,0,0,0,0,1,1
14448,3893403,1,0,0,0,0,0,-1,0,0,1,1
14449,3893634,0,0,0,0,1,0,0,1,0,0,0
14450,3894081,0,0,0,0,1,0,0,1,0,0,1
14451,3894387,0,0,0,1,0,0,1,0,0,0,1
14452,3894434,1,0,0,1,0,0,0,0,0,1,1
14453,3894475,0,1,0,0,2,0,0,1,0,1,1
14454,3894674,0,2,0,0,1,0,0,-1,0,2,2
14455,3895498,1,2,0,1,1,0,0,-1,0,3,1
14456,3895748,2,1,0,2,0,0,0,-1,0,3,2
14457,3896287,1,0,0,1,0,0,0,0,0,1,2
14458,3896670,0,0,0,0,1,0,0,1,0,0,1
14459,3898624,1,1,0,1,1,0,0,0,0,2,1
14460,3898812,1,0,0,1,0,0,0,0,0,1,2
14461,3898949,0,1,0,0,0,0,0,-1,0,1,1
14462,3899071,0,1,0,0,0,0,0,-1,0,1,0
14463,3899598,1,0,0,1,0,0,0,0,0,1,0
14464,3899655,0,1,0,0,0,0,0,-1,0,1,1
14465,3899946,1,0,0,1,0,0,0,0,0,1,0
14466,3900093,1,0,0,1,0,0,0,0,0,1,1
14467,3900279,0,0,0,0,2,0,0,2,0,0,1
14468,3900540,0,0,0,1,0,0,1,0,0,0,2
14469,3900822,0,0,0,0,1,0,0,1,0,0,1
14470,3900896,0,1,0,0,1,0,0,0,0,1,1
14471,3900965,1,0,0,1,0,0,0,0,0,1,1
14472,3901678,1,0,0,0,0,0,-1,0,0,1,1
14473,3901955,1,0,0,1,0,0,0,0,0,1,0
14474,3901962,1,0,0,1,0,0,0,0,0,1,1
14475,3902092,0,0,0,1,0,0,1,0,0,0,1
14476,3902327,2,0,0,1,0,0,-1,0,0,2,1
14477,3902340,0,1,0,0,0,0,0,-1,0,1,1
14478,3902461,0,1,0,0,1,0,0,0,0,1,0
14479,3902544,0,2,0,1,1,0,1,-1,0,2,1
14480,3902832,0,1,0,0,1,0,0,0,0,1,2
14481,3902941,1,1,0,1,1,0,0,0,0,2,1
14482,3905120,0,1,0,0,0,0,0,-1,0,1,2
14483,3905121,1,0,0,0,0,0,-1,0,0,1,0
14484,3905152,0,1,0,0,1,0,0,0,0,1,0
14485,3905383,2,0,0,1,0,0,-1,0,0,2,1
14486,3905432,0,3,0,0,2,0,0,-1,0,3,1
14487,3905456,1,0,0,1,0,0,0,0,0,1,2
14488,3905733,1,0,0,1,1,0,0,1,0,1,1
14489,3906239,0,1,0,0,1,0,0,0,0,1,2
14490,3906249,1,0,0,0,0,0,-1,0,0,1,1
14491,3906464,0,1,0,0,1,0,0,0,0,1,0
14492,3906893,0,0,0,0,1,0,0,1,0,0,1
14493,3907735,1,0,0,0,0,0,-1,0,0,1,1
14494,3910530,1,0,0,1,0,0,0,0,0,1,0
14495,3910533,0,1,0,0,1,0,0,0,0,1,1
14496,3911064,0,0,0,1,0,0,1,0,0,0,1
14497,3911159,1,0,0,0,0,0,-1,0,0,1,1
14498,3911196,1,0,0,0,0,0,-1,0,0,1,0
14499,3911265,0,1,0,0,1,0,0,0,0,1,0
14500,3911516,1,0,0,1,0,0,0,0,0,1,1
14501,3911807,0,1,0,0,1,0,0,0,0,1,1
14502,3912009,1,2,0,1,2,0,0,0,0,3,1
14503,3912042,1,0,0,1,0,0,0,0,0,1,3
14504,3913087,1,0,0,0,0,0,-1,0,0,1,1
14505,3913869,0,1,0,0,0,0,0,-1,0,1,0
14506,3914854,0,0,0,0,1,0,0,1,0,0,0
14507,3915100,0,0,0,1,0,0,1,0,0,0,1
14508,3915651,0,2,0,0,2,0,0,0,0,2,1
14509,3915817,1,0,0,1,0,0,0,0,0,1,2
14510,3916070,1,0,0,1,0,0,0,0,0,1,1
14511,3916340,0,2,0,0,1,0,0,-1,0,2,1
14512,3917130,0,0,0,0,1,0,0,1,0,0,1
14513,3917293,1,0,0,0,0,0,-1,0,0,1,1
14514,3917497,0,0,0,1,0,0,1,0,0,0,0
14515,3918408,1,0,0,0,0,0,-1,0,0,1,1
14516,3919035,0,1,0,0,0,0,0,-1,0,1,0
14517,3919098,1,0,0,0,0,0,-1,0,0,1,0
14518,3919135,1,0,0,0,0,0,-1,0,0,1,0
14519,3919533,0,1,0,2,0,0,2,-1,0,1,0
14520,3919924,0,0,0,0,1,0,0,1,0,0,2
14521,3920171,0,1,0,0,1,0,0,0,0,1,1
14522,3920265,0,1,0,0,1,0,0,0,0,1,1
14523,3920522,0,1,0,0,1,0,0,0,0,1,1
14524,3920828,1,0,0,1,0,0,0,0,0,1,1
14525,3921565,1,0,0,1,0,0,0,0,0,1,1
14526,3921700,0,0,0,1,0,0,1,0,0,0,1
14527,3922069,0,1,0,0,0,0,0,-1,0,1,1
14528,3922121,1,0,0,0,0,0,-1,0,0,1,0
14529,3922258,0,1,0,0,1,0,0,0,0,1,0
14530,3922367,1,0,0,1,0,0,0,0,0,1,1
14531,3922831,1,0,0,1,0,0,0,0,0,1,1
14532,3923244,1,0,0,1,0,0,0,0,0,1,1
14533,3923380,0,1,0,0,0,0,0,-1,0,1,1
14534,3923872,1,0,0,0,0,0,-1,0,0,1,0
14535,3924392,1,0,0,0,0,0,-1,0,0,1,0
14536,3925070,0,1,0,0,1,0,0,0,0,1,0
14537,3925093,0,1,0,1,0,0,1,-1,0,1,1
14538,3925298,1,0,0,1,0,0,0,0,0,1,1
14539,3927655,1,0,0,1,0,0,0,0,0,1,1
14540,3928346,0,0,0,0,1,0,0,1,0,0,1
14541,3928979,0,1,0,0,0,0,0,-1,0,1,1
14542,3929012,1,2,0,0,2,0,-1,0,0,3,0
14543,3929800,1,0,0,0,0,0,-1,0,0,1,2
14544,3930622,1,0,0,0,0,0,-1,0,0,1,0
14545,3930799,0,0,0,0,1,0,0,1,0,0,0
14546,3931615,1,0,0,0,0,0,-1,0,0,1,1
14547,3931792,1,0,0,0,0,0,-1,0,0,1,0
14548,3931950,1,0,0,2,0,0,1,0,0,1,0
14549,3932046,1,0,0,0,0,0,-1,0,0,1,2
14550,3932475,0,1,0,0,0,0,0,-1,0,1,0
14551,3932715,0,0,0,1,0,0,1,0,0,0,0
14552,3933608,0,0,0,1,0,0,1,0,0,0,1
14553,3933882,0,0,0,0,3,0,0,3,0,0,1
14554,3935613,0,1,0,0,1,0,0,0,0,1,3
14555,3935947,0,0,0,0,1,0,0,1,0,0,1
14556,3936125,1,0,0,1,0,0,0,0,0,1,1
14557,3936154,1,0,0,1,0,0,0,0,0,1,1
14558,3936373,1,0,0,0,0,0,-1,0,0,1,1
14559,3936750,0,0,0,1,0,0,1,0,0,0,0
14560,3937164,1,1,0,1,1,0,0,0,0,2,1
14561,3937437,0,0,0,1,0,0,1,0,0,0,2
14562,3937646,1,0,0,1,0,0,0,0,0,1,1
14563,3937715,1,0,0,1,0,0,0,0,0,1,1
14564,3938150,1,0,0,1,0,0,0,0,0,1,1
14565,3939029,0,1,0,0,2,0,0,1,0,1,1
14566,3939121,1,0,0,1,0,0,0,0,0,1,2
14567,3939562,0,0,0,0,1,0,0,1,0,0,1
14568,3939857,0,1,0,0,0,0,0,-1,0,1,1
14569,3940129,0,0,0,0,1,0,0,1,0,0,0
14570,3940219,1,0,0,1,0,0,0,0,0,1,1
14571,3940516,0,1,0,0,1,0,0,0,0,1,1
14572,3940532,0,1,0,0,1,0,0,0,0,1,1
14573,3940625,0,0,0,1,0,0,1,0,0,0,1
14574,3940933,1,0,0,0,0,0,-1,0,0,1,1
14575,3941089,0,2,0,0,2,0,0,0,0,2,0
14576,3941168,0,1,0,0,1,0,0,0,0,1,2
14577,3941425,0,0,0,0,1,0,0,1,0,0,1
14578,3941662,1,0,0,0,0,0,-1,0,0,1,1
14579,3941664,1,0,0,0,0,0,-1,0,0,1,0
14580,3941700,1,0,0,1,0,0,0,0,0,1,0
14581,3941862,1,0,0,1,0,0,0,0,0,1,1
14582,3942016,0,1,0,0,0,0,0,-1,0,1,1
14583,3942235,1,0,0,0,0,0,-1,0,0,1,0
14584,3942287,0,1,0,0,1,0,0,0,0,1,0
14585,3942470,0,1,0,0,0,0,0,-1,0,1,1
14586,3942655,0,2,0,0,1,0,0,-1,0,2,0
14587,3942765,1,1,0,0,0,0,-1,-1,0,2,1
14588,3944633,0,1,0,0,1,0,0,0,0,1,0
14589,3944906,1,0,0,0,0,0,-1,0,0,1,1
14590,3944936,0,1,0,0,0,0,0,-1,0,1,0
14591,3946744,1,0,0,1,0,0,0,0,0,1,0
14592,3947137,1,1,0,1,1,0,0,0,0,2,1
14593,3947455,0,0,0,0,1,0,0,1,0,0,2
14594,3947662,1,0,0,1,0,0,0,0,0,1,1
14595,3947764,1,1,0,1,0,0,0,-1,0,2,1
14596,3947866,0,1,0,0,1,0,0,0,0,1,1
14597,3948178,1,0,0,1,0,0,0,0,0,1,1
14598,3948222,1,0,0,0,0,0,-1,0,0,1,1
14599,3948434,1,0,0,0,0,0,-1,0,0,1,0
14600,3948462,1,0,0,1,0,0,0,0,0,1,0
14601,3948647,1,0,0,0,0,0,-1,0,0,1,1
14602,3948843,1,0,0,1,0,0,0,0,0,1,0
14603,3948855,1,0,0,1,0,0,0,0,0,1,1
14604,3949235,1,0,0,0,0,0,-1,0,0,1,1
14605,3949502,0,0,0,0,1,0,0,1,0,0,0
14606,3949623,1,0,0,2,0,0,1,0,0,1,1
14607,3951741,1,6,0,1,6,0,0,0,0,7,2
14608,3951955,1,1,0,1,1,0,0,0,0,2,7
14609,3952200,0,0,0,1,0,0,1,0,0,0,2
14610,3952519,1,0,0,0,0,0,-1,0,0,1,1
14611,3952560,1,0,0,1,0,0,0,0,0,1,0
14612,3952722,0,1,0,0,0,0,0,-1,0,1,1
14613,3952958,1,1,0,1,1,0,0,0,0,2,0
14614,3953153,1,0,0,1,0,0,0,0,0,1,2
14615,3953478,0,0,0,1,0,0,1,0,0,0,1
14616,3953879,1,0,0,2,0,0,1,0,0,1,1
14617,3953938,0,1,0,0,1,0,0,0,0,1,2
14618,3953962,1,2,0,1,2,0,0,0,0,3,1
14619,3954197,1,0,0,1,0,0,0,0,0,1,3
14620,3954746,1,0,0,1,0,0,0,0,0,1,1
14621,3954887,0,1,0,0,0,0,0,-1,0,1,1
14622,3954924,0,0,0,1,0,0,1,0,0,0,0
14623,3955227,1,0,0,0,0,0,-1,0,0,1,1
14624,3955342,0,0,0,0,1,0,0,1,0,0,0
14625,3955348,1,0,0,0,0,0,-1,0,0,1,1
14626,3955378,1,0,0,1,0,0,0,0,0,1,0
14627,3955533,0,0,0,1,0,0,1,0,0,0,1
14628,3955562,0,1,0,0,0,0,0,-1,0,1,1
14629,3955733,1,0,0,2,0,0,1,0,0,1,0
14630,3955766,0,1,0,0,1,0,0,0,0,1,2
14631,3956758,1,0,0,1,0,0,0,0,0,1,1
14632,3956850,1,0,0,1,0,1,0,0,1,1,1
14633,3956945,1,0,0,0,0,0,-1,0,0,1,2
14634,3957356,1,0,0,0,0,0,-1,0,0,1,0
14635,3958217,1,2,0,0,0,0,-1,-2,0,3,0
14636,3958647,0,1,0,0,1,0,0,0,0,1,0
14637,3958798,1,0,0,1,0,0,0,0,0,1,1
14638,3959013,0,1,0,1,1,0,1,0,0,1,1
14639,3959553,1,0,0,1,0,0,0,0,0,1,2
14640,3959655,2,0,0,2,0,0,0,0,0,2,1
14641,3959663,1,0,0,2,0,0,1,0,0,1,2
14642,3961354,0,1,0,0,0,0,0,-1,0,1,2
14643,3962378,1,0,0,0,0,0,-1,0,0,1,0
14644,3962456,0,1,0,0,0,0,0,-1,0,1,0
14645,3962602,0,1,0,0,0,0,0,-1,0,1,0
14646,3963008,1,0,0,1,0,0,0,0,0,1,0
14647,3963379,0,0,0,1,0,0,1,0,0,0,1
14648,3963582,0,0,0,1,0,0,1,0,0,0,1
14649,3963622,0,1,0,0,0,0,0,-1,0,1,1
14650,3963645,0,0,0,1,0,0,1,0,0,0,0
14651,3964655,1,0,0,1,0,0,0,0,0,1,1
14652,3965200,1,0,0,1,0,0,0,0,0,1,1
14653,3965257,0,1,0,0,1,0,0,0,0,1,1
14654,3965297,1,0,0,1,0,0,0,0,0,1,1
14655,3965351,1,0,0,0,0,0,-1,0,0,1,1
14656,3965447,0,0,0,1,0,0,1,0,0,0,0
14657,3965911,1,0,0,1,0,0,0,0,0,1,1
14658,3966346,1,0,0,1,0,0,0,0,0,1,1
14659,3966721,0,1,0,0,1,0,0,0,0,1,1
14660,3966785,1,0,0,1,0,0,0,0,0,1,1
14661,3967171,1,0,0,0,0,0,-1,0,0,1,1
14662,3967335,1,0,0,1,1,0,0,1,0,1,0
14663,3967827,1,0,0,1,0,0,0,0,0,1,2
14664,3967863,1,0,0,0,0,0,-1,0,0,1,1
14665,3967998,1,0,0,0,0,0,-1,0,0,1,0
14666,3968043,1,0,0,1,0,0,0,0,0,1,0
14667,3968209,0,3,0,0,3,0,0,0,0,3,1
14668,3968648,0,0,0,0,1,0,0,1,0,0,3
14669,3968791,0,1,0,0,1,0,0,0,0,1,1
14670,3969173,0,1,0,0,0,0,0,-1,0,1,1
14671,3969473,0,2,0,0,2,0,0,0,0,2,0
14672,3969780,1,0,0,1,0,0,0,0,0,1,2
14673,3970236,1,0,0,1,0,0,0,0,0,1,1
14674,3972617,0,1,0,0,1,0,0,0,0,1,1
14675,3972653,0,0,0,0,1,0,0,1,0,0,1
14676,3973758,0,1,0,0,0,0,0,-1,0,1,1
14677,3974249,1,0,0,1,0,0,0,0,0,1,0
14678,3974646,1,0,0,0,0,0,-1,0,0,1,1
14679,3974674,0,0,0,1,0,0,1,0,0,0,0
14680,3974808,0,1,0,0,1,0,0,0,0,1,1
14681,3975009,1,0,0,1,0,0,0,0,0,1,1
14682,3975066,0,2,0,0,2,0,0,0,0,2,1
14683,3975069,0,0,0,1,1,0,1,1,0,0,2
14684,3975734,0,0,0,1,0,0,1,0,0,0,2
14685,3976298,1,0,0,1,0,0,0,0,0,1,1
14686,3976338,0,1,0,0,1,0,0,0,0,1,1
14687,3976696,0,1,0,0,1,0,0,0,0,1,1
14688,3977021,1,0,0,0,0,0,-1,0,0,1,1
14689,3977023,0,2,0,0,2,0,0,0,0,2,0
14690,3977044,0,0,0,0,1,0,0,1,0,0,2
14691,3977494,1,0,0,1,0,0,0,0,0,1,1
14692,3977693,0,1,0,0,1,0,0,0,0,1,1
14693,3978669,1,0,0,1,0,0,0,0,0,1,1
14694,3979831,1,0,0,1,0,0,0,0,0,1,1
14695,3980927,0,1,1,0,1,1,0,0,0,2,1
14696,3981706,1,0,0,1,0,0,0,0,0,1,2
14697,3981805,1,0,0,1,0,0,0,0,0,1,1
14698,3982378,1,0,0,1,0,0,0,0,0,1,1
14699,3982538,0,1,0,0,1,0,0,0,0,1,1
14700,3983140,1,0,0,1,0,0,0,0,0,1,1
14701,3983483,1,0,0,0,0,0,-1,0,0,1,1
14702,3984166,1,1,0,1,0,0,0,-1,0,2,0
14703,3984291,0,1,0,0,1,0,0,0,0,1,1
14704,3984304,1,0,0,1,0,0,0,0,0,1,1
14705,3985110,0,1,0,0,1,0,0,0,0,1,1
14706,3985147,1,0,0,0,0,0,-1,0,0,1,1
14707,3985291,1,0,0,1,0,0,0,0,0,1,0
14708,3985537,0,1,0,0,0,0,0,-1,0,1,1
14709,3985811,1,0,0,0,0,0,-1,0,0,1,0
14710,3985835,1,1,1,0,0,1,-1,-1,0,3,0
14711,3987736,1,0,0,1,0,0,0,0,0,1,1
14712,3988031,1,1,0,1,0,0,0,-1,0,2,1
14713,3988394,0,2,0,0,0,0,0,-2,0,2,1
14714,3988482,0,0,0,1,0,0,1,0,0,0,0
14715,3988527,0,1,0,1,1,0,1,0,0,1,1
14716,3988830,1,0,0,1,0,0,0,0,0,1,2
14717,3989222,1,0,0,1,0,0,0,0,0,1,1
14718,3989285,1,1,0,1,0,1,0,-1,1,2,1
14719,3989799,0,1,0,0,1,0,0,0,0,1,2
14720,3989837,0,2,0,0,3,0,0,1,0,2,1
14721,3989984,1,0,0,1,0,0,0,0,0,1,3
14722,3990391,0,0,0,1,0,0,1,0,0,0,1
